200049798-00171154,东莞快意,Y1.0F3-H,1,DNN,,DC110V,480*7*12*18-3M,有,CTRL90,海1387,10米,,"DOVER英文铭牌,主机型号打印为SC80L,载重打印2050kg","V型槽，β=103，γ=50，全英文资料，防护罩防护罩WYT-Y2D-FHZ.4，右置，包角＞145°NSK轴承,DOVER包装箱",2015/1/15,,,16E3B2A,,,,,华南
GLR201501050012(G14NH037-038),苏州歌拉瑞,TA2.0D-H,2,MC,,DC110V,400*5*10*16,有,默纳克,海1387,9米,,蓝光铭牌,D型，歌拉瑞包装,2015/1/6,,煤灰色,BLB,,,,,华东1
GLR201501150004（G14NC073）,苏州歌拉瑞,U0.5FS-H,1,MM,,DC110V,480*6*12*18,无,默纳克,海1387,9米,,蓝光铭牌,D型，歌拉瑞包装,2015/1/15,,煤灰色,BLB,,,,,华东1
预投,苏州歌拉瑞,U1.0DS-H,1,MM,,DC110V,480*6*12*18,有,默纳克,海1387,9米,,蓝光铭牌,"D型,歌拉瑞包装",2015/3/9,,煤灰色,BLB,,,,,华东1
GLR201503060001（G15NK027-028）,苏州歌拉瑞,U1.0ES-H,2,MM,,DC110V,480*6*12*18,有,默纳克,海1387,9米,,蓝光铭牌,"D型,歌拉瑞包装",2015/3/6,,煤灰色,BLB,,,,,华东1
预投,苏州歌拉瑞,U1.0FS-H,1,MM,,DC110V,480*7*12*18,有,默纳克,海1387,9米,,蓝光铭牌,"D型,歌拉瑞包装",2015/3/9,,煤灰色,BLB,,,,,华东1
YM150115C,浙江飞亚,TA1.0C-H,1,MC,, DC110V ,400*5*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型,2015/1/15,,,BLB,,,金典,,华东1
YM150115B,浙江飞亚,TA1.0D-H,1,MC,, DC110V ,400*5*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型,2015/1/15,,,BLB,,,义乌福奥,,华东1
YM150205G,浙江飞亚,Y1.0CS-H,1,AWW,,DC110V,410*7*10*16-3C,有,蓝光一体化,海1387,7米,,蓝光铭牌,"D型 ,有库存，不用排产",2015/2/6,,,16E3B2A,,,,,华东1
YM150108A,浙江富控,TA1.75D-H,4,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,蓝光铭牌 ,D型，要原点值,2015/1/12,,,BLB,,,F40037T01-T04澄碧花园第一批,,华东1
YM150205B,浙江汉诺威,TA1.0D-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,10米,,蓝光铭牌,D型,2015/2/5,,,BLB,,,HNW2015K0005,,华东1
YM150302Q,浙江汉诺威,U1.0DS-H,1,MM,,DC110V,480*7*12*18,有,新时达,海1387,10米,,蓝光铭牌,D型,2015/3/9,,,BLB,,,HNW2015K0009,,华东1
YM150306A,浙江喜来登,TA1.0C-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,8米配,,蓝光铭牌,D型，减震1套（赠）,2015/3/9,,,BLB,,,XDL15K0718 永嘉县乌牛锦泰华商宾馆,,华东1
YM150306C,浙江喜来登,TA1.0E-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,8米配,,蓝光铭牌,D型，减震1套（赠）,2015/3/9,,,BLB,,,XDL15K0628李志坚,,华东1
YM150128A,浙江喜来登,TA1.5B-H,1,MC,,DC110V,400*4*10*16,有,默纳克,海1387,8米配,,蓝光铭牌,D型，减震1套（赠）,2015/1/29,,,BLB,,,XDL15K0388许清江,,华东1
YM150128D,浙江喜来登,TA1.5D-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,8米配,,蓝光铭牌,D型，减震1套（赠）,2015/1/29,,,BLB,,,XDL15K0398福建省金加工时恒达裕皮革制品有限公司,,华东1
YM150127A,浙江喜来登,TA1.5DL-H,1,MC,,DC110V,480*5*10*16,有,默纳克,海1387,8米配,,"蓝光铭牌，悬挂比4:1，铭牌打：2000KG,梯速：0.75m/s",D型，减震1套（赠）,2015/1/27,,,BLB,,,XDL15K0358温州市程丰金属制品厂,,华东1
SYLG150109A,韩国富士,T1.0BM-H,5,MC,,DC110V,325*5*8*12,有,富士,海1387,10米,,"韩国富士铭牌,需要贴韩国富士专用KTL贴（TA1.0B的）","出口包装箱（2层），减震垫10块（赠,WYT-TAM-5），机座外型特殊，韩国富士用图纸,另每台带4个M16*45螺栓,预先接上编码器电缆",2015/1/9,,,BLB,,,,,国际
SYLG150210A,韩国富士,T1.0BM-H,10,MC,,DC110V,325*5*8*12,有,富士,海1387,10米,,"韩国富士铭牌,需要贴韩国富士专用KTL贴（TA1.0B的）","出口包装箱（2层），减震垫20块（赠,WYT-TAM-5），机座外型特殊，韩国富士用图纸,另每台带4个M16*45螺栓,预先接上编码器电缆",2015/2/10,,,BLB,,,,,国际
SYLG150309A,韩国富士,U1.0ES-H,2,MM,,DC110V,480*7*12*18,有,富士,海1387,10米,,韩国富士铭牌,"减震垫8块（赠）,U出口包装箱（2层）,预先接上编码器电缆",2015/3/9,,,BLB,,,,,国际
YE150107F,浙江快奥,TA1.0C-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,蓝光铭牌,D型 ,2015/1/8,,,BLB,,,,,华东1
YE150119J,浙江快奥,TA1.5D-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,10米,,蓝光铭牌,D型 ,2015/1/20,,,BLB,,,,,华东1
YE150120F,浙江快客,TA1.0B-H,1,MC,,DC110V,400*4*10*16,有,新时达,海1387,7米,,蓝光铭牌 ,D型 ,2015/1/21,,,BLB,,,HT15010010(L1),,华东1
YE150203B,浙江快客,TA1.0C-H,1,MC,,DC110V,400*5*10*16,有,新时达,海1387,7米,,蓝光铭牌 ,D型 ,2015/2/3,,,BLB,,,HT15010014(L1),,华东1
YE150105N,浙江快客,TA1.0D-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,蓝光铭牌,D型,2015/1/6,,,BLB,,,HT14120135(L1),,华东1
YE150129F,浙江快客,TA1.5D-H,4,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,蓝光铭牌 ,D型 ,2015/1/29,,,BLB,,,HT14120147（L1-L4）,,华东1
YE150310F,浙江快速,TA1.0D-H,1,MC,,DC110V,400*5*10*16,无,默纳克,海1387,8米,,蓝光铭牌,D型,2015/3/11,,,BLB,,,LD15B3740,,华东1
YE141230E,浙江南奥,TA1.0A-H,1,MC,,DC110V,400*4*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型  ,2015/1/6,,,BLB,,,NA14-K-C5814,,华东1
YE141230F,浙江南奥,TA1.0B-H,1,MC,,DC110V,400*4*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型,2015/1/6,,,BLB,,,NA14-K-C5815,,华东1
YE150114F,浙江南奥,TA1.0C-H,1,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型  ,2015/1/14,,,BLB,,,NA14-K-10302,,华东1
YE150115C,浙江南奥,TA1.0D-H,1,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型  ,2015/1/16,,,BLB,,,NA14-K-15802,,华东1
YE150115B,浙江南奥,TA1.6C-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,蓝光铭牌 ,D型  ,2015/1/16,,,BLB,,,NA15-K-10301,,华东1
SYLG150309B,韩国富士,U1.75DS-H,1,MM,,DC110V,480*7*12*18,有,富士,海1387,10米,,韩国富士铭牌,减震垫4块（赠），U出口包装箱（2层），预先接上编码器电缆,2015/3/9,,,BLB,,,,,国际
SYLG150210D,韩国富士,方型制动器（左）,5,,,DC110V,WYT-TA.3,,,,,,蓝光英文铭牌,"出口包装箱,用在TA1.0D主机上",2015/2/12,,,,,,,,国际
YJN150119B,奥利夫,DZE-14EB2,1,,,AC220V,,,,,,,,木箱包装,2015/1/20,,,,,,,,北方
GY-15-01,博林特,Y1.0EF2-H,1,EWW,,AC220V,480*12*12*15-3F(C),有,默纳克,海1387,7米,,蓝光铭牌,D型，有试验机器，2.3日取消,2015/2/2,,,16E3B2,,,,,北方
GY-15-02,博林特,Y2.5F2-H,1,EWW,复,AC220V,480*12*12*15-3F(C),有,默纳克,海1387,7米,,蓝光铭牌,D型,2015/2/5,,,16E3B2,,,,,北方
YE150105H,浙江怡达,S1.0D-H,1,BCC,,AC220V,400*5*10*16,有,默纳克,海1387,8米,,怡达快速铭牌,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/1/6,,,14EB2,,,D100038/P-201501136,,华东1
YE150122F,浙江怡达,S2.5D-H,1,BCC,,AC220V,400*6*10*16-3G,有,默纳克,海1387,8米,,怡达快速铭牌 ,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/1/22,,,14EB2,,,D110112.1/P-201501711,,华东1
YE150112R,浙江怡达,TA1.0A-H,1,MC,,DC110V,400*4*10*16,有,富士,海1387,8米,,"蓝光英文铭牌 ,载重打400KG",D型，要原点值，出口免熏蒸包装  BG04鲜绿色,2015/1/13,,BG04鲜绿色,BLB,,,SEEIB2015919/P-201501386,,华东1
YE150106S,浙江怡达,TA1.0B-H,1,MC,,DC110V,400*4*10*16,有,默纳克,海1387,8米,,怡达快速铭牌,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/1/7,,,BLB,,,D120015/P-201501231,,华东1
YE150311J,浙江怡达,TA1.0C-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,8米,,怡达快速铭牌,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/3/11,,,BLB,,,E010059/P150311444,,华东1
YE150105G,浙江怡达,TA1.0D-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,8米,,蓝光铭牌 ,D型，要原点值  ,2015/1/6,,,BLB,,,D120116/P-201501136,,华东1
YE150209F,浙江怡达,TA1.0DL-H,3,MC,,DC110V,480*5*10*16,无,富士,海1387,8米,,蓝光英文铭牌,D型，要原点值，出口免熏蒸包装,2015/2/10,,,BLB,,,D04CB091R.3-5/P-201502075,,华东1
YE150105J,浙江怡达,TA1.0E-H,1,MC,,DC110V,400*5*10*16,无,默纳克,海1387,8米,,蓝光英文铭牌,D型，要原点值，出口免熏蒸包装,2015/1/6,,,BLB,,,D12SYS06/P-201501136,,华东1
YE150304L,浙江怡达,TA1.5B-H,1,MC,,DC110V,400*4*10*16,有,默纳克,海1387,8米,,怡达快速铭牌,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/3/5,,,BLB,,,D120017/P-201503244,,华东1
YE150104A,浙江怡达,TA1.5C-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,8米,,怡达快速铭牌,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/1/5,,,BLB,,,D100085/P-201501036,,华东1
YE150119B,浙江怡达,TA1.5D-H,2,MC,,DC110V,400*5*10*16,有,默纳克,海1387,8米,,怡达快速铭牌,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/1/19,,,BLB,,,C09043.5-6/P-201501587,,华东1
YE150310A,浙江怡达,TA1.5DL-H,2,MC,,DC110V,480*5*10*16,无,默纳克,海1387,8米,,怡达快速铭牌 ,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/3/11,,,BLB,,,D090106.1-2/P-201503421,,华东1
YE150302B,浙江怡达,TA1.75C-H,2,MC,,DC110V,400*5*10*16,有,默纳克,海1387,8米,,怡达快速铭牌,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/3/2,,,BLB,,,E010046.3-4/P-201503015,,华东1
YE150302Eg,浙江怡达,TA1.75E-H,1,MC,,DC110V,400*6*10*16-3G,有,默纳克,海1387,8米,,怡达快速铭牌,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/3/2,,,BLB,,,E010046.57/P-201503068,,华东1
YE150302En,浙江怡达,TA1.75E-H,5,MC,,DC110V,400*5*10*16,有,默纳克,海1387,8米,,怡达快速铭牌,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/3/2,,,BLB,,,E010046.63-67/P-201503068,,华东1
YE150115L,浙江怡达,TA2.0D-H,6,MC,,DC110V,400*6*10*16-3G,有,默纳克,海1387,8米,,蓝光铭牌 ,D型，要原点值  ,2015/1/15,,,BLB,,,B04015.21-26/P-201501519,,华东1
YE150109F,浙江怡达,U1.0DS-H,1,MM,,DC110V,480*6*12*18,有,默纳克,海1387,8米,,怡达快速铭牌，铭牌载重1250KG,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/1/9,,,BLB,,,D120048/P150109135,,华东1
YE150311K,浙江怡达,U1.0ES-H,1,MM,,DC110V,480*6*12*18,无,默纳克,海1387,8米,,怡达快速铭牌,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/3/11,,,BLB,,,E020029/P150310405,,华东1
YE150209E,浙江怡达,U1.0FS-H,2,MM,,DC110V,480*6*12*18,无,富士,海1387,8米,,蓝光英文铭牌,D型，要原点值，U出口主机包装箱,2015/2/10,,,BLB,,,D04CB091R.1-2/P-201502075,,华东1
YE150129J,浙江怡达,U1.75ES-H,3,MM,,DC110V,480*6*12*18,有,默纳克,海1387,8米,,怡达快速铭牌 ,D型，要原点值，怡达包装箱和装箱清单，带两张合格证，一张怡达合格证，一张蓝光 ,2015/1/29,,,BLB,,,D020025.3-5/P-2015011038,,华东1
YE150109K,浙江怡达,U1.75FS-H,2,MM,,DC110V,480*6*12*18,有,富士,海1387,8米,,蓝光英文铭牌,D型，要原点值，U出口主机包装箱,2015/1/12,,,BLB,,,D11CB113.1-2/P-201501294,,华东1
YE150119M,浙江屹立,TA1.0C-H,1,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型,2015/1/20,,,BLB,,,150156(0135),,华东1
YE150119L,浙江屹立,TA1.0D-H,1,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型,2015/1/20,,,BLB,,,150154(0065),,华东1
YE150119K,浙江屹立,TA1.0E-H,1,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型,2015/1/20,,,BLB,,,150155(0045),,华东1
YE150101B,浙江屹立,TA1.5B-H,1,MC,,DC110V,400*4*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型,2015/1/5,,,BLB,,,150103(3209),,华东1
YE150205A,浙江屹立,TA1.75D-H,1,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,,蓝光铭牌,D型,2015/2/5,,,BLB,,,150205(0235),,华东1
2015-302A,辽宁富士,TA1.0D-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,辽宁富士铭牌,D型,2015/1/21,,,BLB,,,,,北方
2015-302B,辽宁富士,U1.75ES-H,1,MM,,DC110V,480*7*12*18,有,默纳克,海1387,7米,,蓝光铭牌,D型,2015/1/27,,,BLB,,,,,北方
YM150302J,辽宁富士(安徽）,TA1.75D-H,5,MC,,DC220V,400*5*10*16,有,安川,海1387,8米,,蓝光铭牌,,2015/3/2,,,BLB,,,,,北方
CQT201502-6,山东百斯特,S1.0D-H,1,BCC,,AC220V,400*5*10*16,无,默纳克,海1387,10米,8米,蓝光铭牌,D型,2015/3/11,,,14EA,,,,,北方
CQT201501-22,山东百斯特,TA1.0C-H,1,MC,,DC110V,400*5*10*16,有,默纳克,海1387,10米,,蓝光铭牌,D型,2015/1/9,,,BLB,,,,,北方
预投YS150106.25,珠江中富,TA1.0B-H,20,MC,,DC110V,400*4*10*16,有,默纳克,海1387,7米配,,蓝光铭牌,D型 ,2015/1/6,,,BLB,,,,,华南
预投YS150106.26,珠江中富,TA1.0C-H,20,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米配,,蓝光铭牌,D型 ,2015/1/6,,,BLB,,,,,华南
预投YS150106.27,珠江中富,TA1.0D-H,20,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米配,,蓝光铭牌,D型 ,2015/1/6,,,BLB,,,,,华南
CQT201501-24-25,山东百斯特,U1.0ES-H,2,MM,,DC110V,480*7*12*18,无,默纳克,海1387,10米,,蓝光铭牌,D型,2015/1/12,,,BLB,,,,,北方
CQT201502-2-5,山东百斯特,U1.75ES-H,4,MM,,DC110V,480*7*12*18,无,默纳克,海1387,10米,,蓝光铭牌,D型,2015/2/2,,,BLB,,,,,北方
15-1525,山东博尔特,TA1.6D-H,1,MC,,DC110V,400*5*10*16,有,施耐德,海1387,10米,,蓝光铭牌,,2015/3/4,,,BLB,,,,,北方
预投YS150106.28,珠江中富,TA1.6CL-H,20,MC,,DC110V,480*5*10*16,有,默纳克,海1387,7米配,,蓝光铭牌,D型 ,2015/1/6,,,BLB,,,,,华南
15-1469,山东博尔特,U1.0DS-H,1,MM,,DC110V,480*7*12*18,无,默纳克,海1387,10米,,蓝光铭牌,D型,2015/1/26,,,BLB,,,,,北方
预投YS150106.30,珠江中富,TA1.6DL-H,20,MC,,DC110V,480*5*10*16,有,默纳克,海1387,7米配,,蓝光铭牌,D型 ,2015/1/6,,,BLB,,,,,华南
预投YS150106.29,珠江中富,TA1.75CL-H,20,MC,,DC110V,480*5*10*16,有,默纳克,海1387,7米配,,蓝光铭牌,D型 ,2015/1/6,,,BLB,,,,,华南
预投YS150106.31,珠江中富,TA1.75DL-H,20,MC,,DC110V,480*5*10*16,有,默纳克,海1387,7米配,,蓝光铭牌,D型 ,2015/1/6,,,BLB,,,,,华南
FJ14-10-411-416,山东富士,U1.75ES-H,6,MM,,DC220V,480*7*12*18,有,默纳克,海1387,10米配,,蓝光铭牌,D型,2015/3/3,,,BLB,,,,,北方
FJ-70000,山东富士,U2.5ES-H,1,MM,,DC220V,480*7*12*18,有,默纳克,海1387,10米配,,蓝光铭牌,D型,2015/1/19,,,BLB,,,,,北方
YAIJ201501-12,山东莱茵艾佳,TA1.0D-H,1,MC,,DC220V,400*5*10*16,无,默纳克,海1387,10米,,蓝光铭牌,D型,2015/1/7,,,BLB,,,,,北方
YAIJ201501-03,山东莱茵艾佳,TA1.5C-H,3,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,,蓝光铭牌,D型,2015/1/23,,,BLB,,,,,北方
YAIJ201501-01,山东莱茵艾佳,TA1.5D-H,5,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,,蓝光铭牌,D型,2015/1/23,,,BLB,,,,,北方
YAIJ201501-14,山东莱茵艾佳,U1.0ES-H,1,MM,,DC110V,480*7*12*18,无,默纳克,海1387,10米,,蓝光铭牌,D型,2015/1/14,,,BLB,,,,,北方
14-32098,沈阳三洋,TA1.5B(S)-H,1,MC,,DC110V,400*4*10*16-2(SA),有,,海1387,7米,,沈阳三洋铭牌,D型,2015/1/28,,,BLB,,,,,北方
N15-0005,天津奥富特,TA1.0C-H,4,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,,蓝光铭牌,D型,2015/1/9,,,BLB,,,,,北方
